Link Id, Link Type, Source Id, Source Row Type, Source Rows, Source Column Type, Source Columns, Destination Id, Destination Row Type, Destination Rows, Destination Column Type, Destination Columns
98,date,942,place,"USA,Florida,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Saudi Arabia,Riyadh,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,",852,place,"USA,New York,Virginia,New Jersey,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,2001,14 September, 2004,"
98,date,942,place,"USA,Florida,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Saudi Arabia,Riyadh,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,",850,place,"USA,Florida,New Jersey,2116 27th St.,Laurel,Maryland,",date,"1994,1999,2001,14 September, 2004,"
99,date,803,place,"USA,Cuba,New Jersey,Calamar,Columbia,224 Paulson Ave.,Clifton,",date,"2 January, 2004,1991,",561,place,"Cuba,Havana,Calamar,Columbia,Caribbean,Ecuador,Peru,Central American,",date,"1991,3 March, 2003,"
99,date,803,place,"USA,Cuba,New Jersey,Calamar,Columbia,224 Paulson Ave.,Clifton,",date,"2 January, 2004,1991,",733,place,"USA,Texas,",date,"3 August, 2004,20 November, 2003,1999,May, 2002,26 December, 2003,2 January, 2004,16 May, 2003,"
100,date,800,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,1997,2002,16 February, 2004,1995,",953,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,1997,2002,"
100,date,800,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,1997,2002,16 February, 2004,1995,",949,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Russia,",date,"1997,2002,"
100,date,800,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,1997,2002,16 February, 2004,1995,",959,place,"USA,Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",date,"1 November, 2003,2002,"
100,date,800,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,1997,2002,16 February, 2004,1995,",950,place,"USA,Detroit,Michigan,Afghanistan,Russia,",date,"1997,1999,2002,"
100,date,800,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,1997,2002,16 February, 2004,1995,",986,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,",date,"1 November, 2003,5 March, 2004,1997,"
100,date,800,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,1997,2002,16 February, 2004,1995,",956,place,"USA,Virginia,London,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1999,2002,"
100,date,800,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,1997,2002,16 February, 2004,1995,",946,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,"
101,date,940,place,"USA,Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,Saudi Arabia,Riyadh,",date,"1998,1994,",826,place,"USA,Florida,",date,"1998,1994,1999,2001,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 September, 2004,"
102,date,801,place,"USA,Virginia,Cuba,Havana,Laurel,",date,"2002,1991,",959,place,"USA,Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",date,"1 November, 2003,2002,"
102,date,801,place,"USA,Virginia,Cuba,Havana,Laurel,",date,"2002,1991,",954,place,"USA,Virginia,London,UK,Detroit,Michigan,Afghanistan,Russia,Laurel,",date,"1999,2002,"
102,date,801,place,"USA,Virginia,Cuba,Havana,Laurel,",date,"2002,1991,",956,place,"USA,Virginia,London,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1999,2002,"
103,date,945,place,"USA,London,UK,Afghanistan,Russia,",date,"1999,1993,2002,",848,place,"USA,Virginia,Laurel,",date,"1 November, 2003,1999,2001,2002,14 September, 2004,"
103,date,945,place,"USA,London,UK,Afghanistan,Russia,",date,"1999,1993,2002,",852,place,"USA,New York,Virginia,New Jersey,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,2001,14 September, 2004,"
103,date,945,place,"USA,London,UK,Afghanistan,Russia,",date,"1999,1993,2002,",849,place,"USA,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,14 September, 2004,"
103,date,945,place,"USA,London,UK,Afghanistan,Russia,",date,"1999,1993,2002,",990,place,"USA,New York,Virginia,New Jersey,London,UK,Detroit,Michigan,Afghanistan,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,"
103,date,945,place,"USA,London,UK,Afghanistan,Russia,",date,"1999,1993,2002,",959,place,"USA,Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",date,"1 November, 2003,2002,"
104,date,332,date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,DIA,RCMP,Canada Eastern Airlines,",592,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Marrakech,",date,"5 March, 2004,15 July,1 August, 2003,1 July, 2003,25 October,18 July, 2004,"
104,date,332,date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,DIA,RCMP,Canada Eastern Airlines,",920,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,Columbus,Ohio,",date,"1992,1 July, 2003,"
105,date,946,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,",979,place,"USA,New Jersey,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,"
105,date,946,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,",807,place,"USA,Newark,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1994,2002,10 August, 2001,"
105,date,946,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,",805,place,"USA,Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",date,"1 November, 2003,2002,10 August, 2001,"
105,date,946,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,",981,place,"USA,New Jersey,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,"
105,date,946,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,",801,place,"USA,Virginia,Cuba,Havana,Laurel,",date,"2002,1991,"
105,date,946,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,",804,place,"USA,New York,Virginia,New Jersey,Columbia,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1991,"
106,date,333,date,"20 November, 2003,12 March, 2003,May, 2002,April, 2000,16 June, 2003,",organization,"FBI,God's Aryan Militia,Al Qaeda,",749,place,"USA,Peshawar,Afghanistan,",date,"12 March, 2003,2001,"
106,date,333,date,"20 November, 2003,12 March, 2003,May, 2002,April, 2000,16 June, 2003,",organization,"FBI,God's Aryan Militia,Al Qaeda,",356,date,"20 November, 2003,2001,3 November, 2003,",organization,"FBI,Al Qaeda,University of Missouri,"
107,date,943,place,"USA,Cuba,London,UK,Afghanistan,Moscow,Russia,",date,"1993,2002,",945,place,"USA,London,UK,Afghanistan,Russia,",date,"1999,1993,2002,"
107,date,943,place,"USA,Cuba,London,UK,Afghanistan,Moscow,Russia,",date,"1993,2002,",959,place,"USA,Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",date,"1 November, 2003,2002,"
107,date,943,place,"USA,Cuba,London,UK,Afghanistan,Moscow,Russia,",date,"1993,2002,",944,place,"USA,Afghanistan,Russia,",date,"1997,1999,1993,2002,"
107,date,943,place,"USA,Cuba,London,UK,Afghanistan,Moscow,Russia,",date,"1993,2002,",956,place,"USA,Virginia,London,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1999,2002,"
108,date,330,date,"1998,1994,1964,1999 - 2000,March of 2000,June of 2000,",organization,"MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,",697,place,"USA,Florida,Bahamas,Nassau,UK,",date,"4 February, 2004,5 February,7 February,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1 May, 2003,"
108,date,330,date,"1998,1994,1964,1999 - 2000,March of 2000,June of 2000,",organization,"MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,",807,place,"USA,Newark,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1994,2002,10 August, 2001,"
108,date,330,date,"1998,1994,1964,1999 - 2000,March of 2000,June of 2000,",organization,"MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,",783,place,"USA,Detroit,Michigan,Maryland,",date,"1997,1994,1999,21 January, 2002,June 20 to July 2, 2000,16 February, 2004,1995,"
109,date,944,place,"USA,Afghanistan,Russia,",date,"1997,1999,1993,2002,",950,place,"USA,Detroit,Michigan,Afghanistan,Russia,",date,"1997,1999,2002,"
109,date,944,place,"USA,Afghanistan,Russia,",date,"1997,1999,1993,2002,",954,place,"USA,Virginia,London,UK,Detroit,Michigan,Afghanistan,Russia,Laurel,",date,"1999,2002,"
109,date,944,place,"USA,Afghanistan,Russia,",date,"1997,1999,1993,2002,",949,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Russia,",date,"1997,2002,"
109,date,944,place,"USA,Afghanistan,Russia,",date,"1997,1999,1993,2002,",956,place,"USA,Virginia,London,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1999,2002,"
109,date,944,place,"USA,Afghanistan,Russia,",date,"1997,1999,1993,2002,",853,place,"USA,New York,Virginia,Florida,New Jersey,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,CLifton,",date,"1999,2001,14 September, 2004,"
110,date,331,date,"5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,RCMP,Canada Eastern Airlines,",920,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,Columbus,Ohio,",date,"1992,1 July, 2003,"
110,date,331,date,"5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,RCMP,Canada Eastern Airlines,",919,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,",date,"1 November, 2003,5 March, 2004,1 July, 2003,"
110,date,331,date,"5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,RCMP,Canada Eastern Airlines,",918,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,",date,"1 November, 2003,1992,1 July, 2003,"
110,date,331,date,"5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,RCMP,Canada Eastern Airlines,",911,place,"USA,New Jersey,Detroit,Michigan,Chicago,Illinois,",date,"1999,1992,1 July, 2003,"
111,date,949,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Russia,",date,"1997,2002,",952,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Russia,",date,"1997,1992,2002,"
111,date,949,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Russia,",date,"1997,2002,",950,place,"USA,Detroit,Michigan,Afghanistan,Russia,",date,"1997,1999,2002,"
111,date,949,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Russia,",date,"1997,2002,",959,place,"USA,Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",date,"1 November, 2003,2002,"
112,date,336,date,"1997,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,",organization,"FBI,Detroit Utilities Co.,University of Michigan at Ann Arbor,",850,place,"USA,Florida,New Jersey,2116 27th St.,Laurel,Maryland,",date,"1994,1999,2001,14 September, 2004,"
112,date,336,date,"1997,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,",organization,"FBI,Detroit Utilities Co.,University of Michigan at Ann Arbor,",851,place,"USA,New Jersey,Laurel,",date,"1 November, 2003,1994,1999,2001,14 September, 2004,"
112,date,336,date,"1997,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,",organization,"FBI,Detroit Utilities Co.,University of Michigan at Ann Arbor,",853,place,"USA,New York,Virginia,Florida,New Jersey,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,CLifton,",date,"1999,2001,14 September, 2004,"
112,date,336,date,"1997,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,",organization,"FBI,Detroit Utilities Co.,University of Michigan at Ann Arbor,",852,place,"USA,New York,Virginia,New Jersey,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,2001,14 September, 2004,"
112,date,336,date,"1997,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,",organization,"FBI,Detroit Utilities Co.,University of Michigan at Ann Arbor,",849,place,"USA,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,14 September, 2004,"
113,date,337,date,"1997,1994,1999,",organization,"FBI,Al Qaeda,Detroit Utilities Co.,University of Michigan at Ann Arbor,Taliban,",965,place,"USA,Afghanistan,Maryland,",date,"1997,1994,1999,2001,"
113,date,337,date,"1997,1994,1999,",organization,"FBI,Al Qaeda,Detroit Utilities Co.,University of Michigan at Ann Arbor,Taliban,",850,place,"USA,Florida,New Jersey,2116 27th St.,Laurel,Maryland,",date,"1994,1999,2001,14 September, 2004,"
113,date,337,date,"1997,1994,1999,",organization,"FBI,Al Qaeda,Detroit Utilities Co.,University of Michigan at Ann Arbor,Taliban,",851,place,"USA,New Jersey,Laurel,",date,"1 November, 2003,1994,1999,2001,14 September, 2004,"
113,date,337,date,"1997,1994,1999,",organization,"FBI,Al Qaeda,Detroit Utilities Co.,University of Michigan at Ann Arbor,Taliban,",853,place,"USA,New York,Virginia,Florida,New Jersey,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,CLifton,",date,"1999,2001,14 September, 2004,"
113,date,337,date,"1997,1994,1999,",organization,"FBI,Al Qaeda,Detroit Utilities Co.,University of Michigan at Ann Arbor,Taliban,",847,place,"USA,Florida,Bahamas,New Jersey,Nassau,London,UK,11 Apple St.,455 11th St.,Miami Beach,",date,"1999,1 May, 2003,"
114,date,947,place,"USA,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,",849,place,"USA,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,14 September, 2004,"
114,date,947,place,"USA,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,",968,place,"USA,New Jersey,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,"
114,date,947,place,"USA,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,",851,place,"USA,New Jersey,Laurel,",date,"1 November, 2003,1994,1999,2001,14 September, 2004,"
114,date,947,place,"USA,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,",848,place,"USA,Virginia,Laurel,",date,"1 November, 2003,1999,2001,2002,14 September, 2004,"
114,date,947,place,"USA,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,",850,place,"USA,Florida,New Jersey,2116 27th St.,Laurel,Maryland,",date,"1994,1999,2001,14 September, 2004,"
115,date,334,date,"20 November, 2003,12 March, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,April, 2000,16 June, 2003,",organization,"FBI,God's Aryan Militia,",372,date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,"
116,date,948,place,"USA,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2002,",981,place,"USA,New Jersey,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,"
116,date,948,place,"USA,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2002,",849,place,"USA,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,14 September, 2004,"
116,date,948,place,"USA,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2002,",848,place,"USA,Virginia,Laurel,",date,"1 November, 2003,1999,2001,2002,14 September, 2004,"
