Link Id, Link Type, Source Id, Source Row Type, Source Rows, Source Column Type, Source Columns, Destination Id, Destination Row Type, Destination Rows, Destination Column Type, Destination Columns
784,location,7,document,"se3,fbi2,",location,"Virginia,Amsterdam,",286,person,"Bagwant Dhaliwal,Clark Webster,Abdul Ramazi,Faysal Goba,Ziad al Shibh,Sahim Albakri,Muhammed bin Harazi,",location,"US,Afghanistan,"
784,location,7,person,"Bagwant Dhaliwal,Clark Webster,Abdul Ramazi,Faysal Goba,Ziad al Shibh,Sahim Albakri,Muhammed bin Harazi,",location,"US,Afghanistan,",323,person,"Clark Webster,Abdul Ramazi,",location,"Virginia,Amsterdam,Charlottesville,US,Afghanistan,United Arab Emirates,"
752,document,8,document,"se3,se2,fbi13,fbi10,",location,"Queens,New York City,",38,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,"
752,document,8,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,",32,document,"fbi12,fbi10,",organization,"FBI,New York Stock Exchange,"
790,location,8,document,"fbi12,fbi10,",organization,"FBI,New York Stock Exchange,",23,document,"fbi13,fbi10,",location,"Queens,New York City,Myrtle Ave,Manhattan,"
790,location,8,document,"fbi13,fbi10,",location,"Queens,New York City,Myrtle Ave,Manhattan,",107,date,"April 18, 2003,2 December, 2001,I2 December, 20011,",location,"Queens,New York City,Myrtle Ave,Manhattan,Webster Ave.,Bronx,New York,"
751,document,9,document,"se3,fbi20,fbi17,cia4,",location,"Richmond,Virginia,",20,document,"fbi17,cia4,",location,"Richmond,Virginia,Capitol Ave.,"
751,document,9,document,"fbi17,cia4,",location,"Richmond,Virginia,Capitol Ave.,",10,document,"se3,fbi20,",location,"Richmond,Virginia,Charlottesville,"
751,document,9,document,"se3,fbi20,",location,"Richmond,Virginia,Charlottesville,",6,document,"se3,fbi2,",location,"Virginia,Amsterdam,"
751,document,9,document,"se3,fbi2,",location,"Virginia,Amsterdam,",24,document,"fbi22,cia4,",location,"Afghanistan,Sudan,"
789,location,9,document,"fbi22,cia4,",location,"Afghanistan,Sudan,",294,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,"
789,location,9,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,",298,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Faysal Goba,",location,"Richmond,Virginia,Charlottesville,Afghanistan,"
789,location,9,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Faysal Goba,",location,"Richmond,Virginia,Charlottesville,Afghanistan,",296,person,"Bagwant Dhaliwal,Clark Webster,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,US,Afghanistan,"
789,location,9,person,"Bagwant Dhaliwal,Clark Webster,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,US,Afghanistan,",246,location,"Virginia,Charlottesville,Springfield,",organization,"FBI,First Union Bank,Virginia National Bank,"
743,document,10,document,"se3,fbi20,",location,"Richmond,Virginia,Charlottesville,",4,document,"se3,fbi20,fbi19,fbi15,fbi11,",location,"Virginia,Charlottesville,"
743,document,10,document,"se3,fbi20,fbi19,fbi15,fbi11,",location,"Virginia,Charlottesville,",38,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,"
841,location,10,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,",297,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,",location,"Richmond,Virginia,Charlottesville,"
841,location,10,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,",location,"Richmond,Virginia,Charlottesville,",298,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Faysal Goba,",location,"Richmond,Virginia,Charlottesville,Afghanistan,"
841,location,10,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Faysal Goba,",location,"Richmond,Virginia,Charlottesville,Afghanistan,",299,person,"Bagwant Dhaliwal,Clark Webster,Faysal Goba,",location,"Richmond,Virginia,Charlottesville,US,Afghanistan,"
817,location,11,document,"se2,fbi13,fbi10,",location,"Queens,New York City,Myrtle Ave,",23,document,"fbi13,fbi10,",location,"Queens,New York City,Myrtle Ave,Manhattan,"
817,location,11,document,"fbi13,fbi10,",location,"Queens,New York City,Myrtle Ave,Manhattan,",310,person,"Clark Webster,Mark Davis,",location,"Queens,New York City,Afghanistan,Sudan,"
734,document,12,document,"fbi25,fbi16,",location,"North Bergen,New Jersey,",30,document,"fbi16,fbi15,",organization,"FBI,First Union Bank,"
818,location,12,document,"fbi16,fbi15,",organization,"FBI,First Union Bank,",339,person,"Hani al Hallak,Abdul Ramazi,",location,"North Bergen,New Jersey,Springfield VA,"
818,location,12,person,"Hani al Hallak,Abdul Ramazi,",location,"North Bergen,New Jersey,Springfield VA,",63,date,"20 April, 2003,April 25, 2003,",location,"Queens,New York City,Myrtle Ave,North Bergen,"
814,location,13,document,"se1,fbi8,fbi5,",location,"Texas,Houston,",335,person,"Jamal Kalifa,Ralph Goode,",location,"Georgia,Texas,Houston,Columbus,Little York Rd.,St. Mary's Road,"
816,location,14,document,"fbi7,fbi24,fbi20,",location,"Virginia,Keswick,",253,location,"Virginia,Keswick,",organization,"FBI,The Powhatan Company,Budget Storage Units,"
816,location,14,location,"Virginia,Keswick,",organization,"FBI,The Powhatan Company,Budget Storage Units,",321,person,"Clark Webster,Abdul Ramazi,Faysal Goba,Ziad al Shibh,",location,"Virginia,US,Afghanistan,United Arab Emirates,"
816,location,14,person,"Clark Webster,Abdul Ramazi,Faysal Goba,Ziad al Shibh,",location,"Virginia,US,Afghanistan,United Arab Emirates,",246,location,"Virginia,Charlottesville,Springfield,",organization,"FBI,First Union Bank,Virginia National Bank,"
816,location,14,location,"Virginia,Charlottesville,Springfield,",organization,"FBI,First Union Bank,Virginia National Bank,",289,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Abdul Ramazi,Faysal Goba,",location,"Virginia,Charlottesville,Afghanistan,"
816,location,14,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Abdul Ramazi,Faysal Goba,",location,"Virginia,Charlottesville,Afghanistan,",322,person,"Clark Webster,Abdul Ramazi,Faysal Goba,",location,"Virginia,Charlottesville,US,Afghanistan,United Arab Emirates,"
729,document,15,document,"fbi2,cia7,cia6,",location,"Germany,Hamburg,",6,document,"se3,fbi2,",location,"Virginia,Amsterdam,"
729,document,15,document,"se3,fbi2,",location,"Virginia,Amsterdam,",7,document,"fbi21,fbi2,",location,"Amsterdam,US,"
729,document,15,document,"fbi21,fbi2,",location,"Amsterdam,US,",26,document,"cia7,cia4,cia10,",organization,"CIA,Al Qaeda,"
808,location,15,document,"cia7,cia4,cia10,",organization,"CIA,Al Qaeda,",91,date,"20 April, 2003,5 April, 2003,12 Feb. 1997,",location,"Virginia,US,Germany,Hamburg,Springfield,"
808,location,15,date,"20 April, 2003,5 April, 2003,12 Feb. 1997,",location,"Virginia,US,Germany,Hamburg,Springfield,",219,location,"US,New Jersey,Afghanistan,Germany,Hamburg,Bremerhaven,Trenton Avenue,Trenton,Rhinelander Platz.,",organization,"CIA,Taliban,Marvel Corporation,German Intelligence,"
731,document,16,document,"fbi2,cia6,",location,"US,Germany,Hamburg,",5,document,"cia6,cia4,cia11,",location,"US,Afghanistan,"
811,location,16,document,"cia6,cia4,cia11,",location,"US,Afghanistan,",3,document,"fbi2,cia4,",location,"Virginia,US,"
811,location,16,document,"fbi2,cia4,",location,"Virginia,US,",7,document,"fbi21,fbi2,",location,"Amsterdam,US,"
727,document,17,document,"fbi2,fbi15,fbi1,",location,"Virginia,Springfield,",16,document,"fbi2,cia6,",location,"US,Germany,Hamburg,"
803,location,17,document,"fbi2,cia6,",location,"US,Germany,Hamburg,",246,location,"Virginia,Charlottesville,Springfield,",organization,"FBI,First Union Bank,Virginia National Bank,"
803,location,17,location,"Virginia,Charlottesville,Springfield,",organization,"FBI,First Union Bank,Virginia National Bank,",294,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,"
803,location,17,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,",4,document,"se3,fbi20,fbi19,fbi15,fbi11,",location,"Virginia,Charlottesville,"
803,location,17,document,"se3,fbi20,fbi19,fbi15,fbi11,",location,"Virginia,Charlottesville,",3,document,"fbi2,cia4,",location,"Virginia,US,"
803,location,17,document,"fbi2,cia4,",location,"Virginia,US,",253,location,"Virginia,Keswick,",organization,"FBI,The Powhatan Company,Budget Storage Units,"
803,location,17,location,"Virginia,Keswick,",organization,"FBI,The Powhatan Company,Budget Storage Units,",321,person,"Clark Webster,Abdul Ramazi,Faysal Goba,Ziad al Shibh,",location,"Virginia,US,Afghanistan,United Arab Emirates,"
728,document,18,document,"fbi4,fbi18,cia3,",location,"Denver,Colorado,",38,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,"
728,document,18,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,",10,document,"se3,fbi20,",location,"Richmond,Virginia,Charlottesville,"
806,location,18,document,"se3,fbi20,",location,"Richmond,Virginia,Charlottesville,",19,document,"fbi4,fbi18,",location,"Denver,Colorado,Camp George West Military Reservation,"
725,document,19,document,"fbi4,fbi18,",location,"Denver,Colorado,Camp George West Military Reservation,",22,document,"fbi1,cia4,",location,"Virginia,United Arab Emirates,"
725,document,19,document,"fbi1,cia4,",location,"Virginia,United Arab Emirates,",24,document,"fbi22,cia4,",location,"Afghanistan,Sudan,"
736,document,20,document,"fbi17,cia4,",location,"Richmond,Virginia,Capitol Ave.,",24,document,"fbi22,cia4,",location,"Afghanistan,Sudan,"
736,document,20,document,"fbi22,cia4,",location,"Afghanistan,Sudan,",27,document,"fbi17,fbi11,",organization,"Sprint,FBI,"
820,location,20,document,"fbi17,fbi11,",organization,"Sprint,FBI,",294,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,"
820,location,20,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,",9,document,"se3,fbi20,fbi17,cia4,",location,"Richmond,Virginia,"
820,location,20,document,"se3,fbi20,fbi17,cia4,",location,"Richmond,Virginia,",226,location,"Richmond,Virginia,Charlottesville,",organization,"Sprint,FBI,INS,Budget Storage Units,"
820,location,20,location,"Richmond,Virginia,Charlottesville,",organization,"Sprint,FBI,INS,Budget Storage Units,",10,document,"se3,fbi20,",location,"Richmond,Virginia,Charlottesville,"
820,location,20,document,"se3,fbi20,",location,"Richmond,Virginia,Charlottesville,",295,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,Afghanistan,"
820,location,20,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,Afghanistan,",247,location,"Virginia,Springfield,",organization,"FBI,Passport Agency,First Union Bank,Virginia National Bank,Select Gourmet Foods,First Union National Bank,Pyramid Bank of Cairo,Central Bank of Dubai,"
820,location,20,location,"Virginia,Springfield,",organization,"FBI,Passport Agency,First Union Bank,Virginia National Bank,Select Gourmet Foods,First Union National Bank,Pyramid Bank of Cairo,Central Bank of Dubai,",4,document,"se3,fbi20,fbi19,fbi15,fbi11,",location,"Virginia,Charlottesville,"
735,document,21,document,"fbi2,fbi1,",location,"Virginia,Springfield,Egypt,",15,document,"fbi2,cia7,cia6,",location,"Germany,Hamburg,"
819,location,21,document,"fbi2,cia7,cia6,",location,"Germany,Hamburg,",246,location,"Virginia,Charlottesville,Springfield,",organization,"FBI,First Union Bank,Virginia National Bank,"
819,location,21,location,"Virginia,Charlottesville,Springfield,",organization,"FBI,First Union Bank,Virginia National Bank,",294,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,"
819,location,21,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Faysal Goba,Ziad al Shibh,",location,"Richmond,Virginia,",4,document,"se3,fbi20,fbi19,fbi15,fbi11,",location,"Virginia,Charlottesville,"
819,location,21,document,"se3,fbi20,fbi19,fbi15,fbi11,",location,"Virginia,Charlottesville,",3,document,"fbi2,cia4,",location,"Virginia,US,"
819,location,21,document,"fbi2,cia4,",location,"Virginia,US,",253,location,"Virginia,Keswick,",organization,"FBI,The Powhatan Company,Budget Storage Units,"
819,location,21,location,"Virginia,Keswick,",organization,"FBI,The Powhatan Company,Budget Storage Units,",321,person,"Clark Webster,Abdul Ramazi,Faysal Goba,Ziad al Shibh,",location,"Virginia,US,Afghanistan,United Arab Emirates,"
737,document,22,document,"fbi1,cia4,",location,"Virginia,United Arab Emirates,",26,document,"cia7,cia4,cia10,",organization,"CIA,Al Qaeda,"
772,location,22,document,"cia7,cia4,cia10,",organization,"CIA,Al Qaeda,",288,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Abdul Ramazi,Faysal Goba,Yasein Mosed,",location,"Virginia,Charlottesville,"
772,location,22,person,"Hans Pakes,Bagwant Dhaliwal,Clark Webster,Mukhtar Galab,Abdulla Ramzi,Abdul Ramazi,Faysal Goba,Yasein Mosed,",location,"Virginia,Charlottesville,",253,location,"Virginia,Keswick,",organization,"FBI,The Powhatan Company,Budget Storage Units,"
772,location,22,location,"Virginia,Keswick,",organization,"FBI,The Powhatan Company,Budget Storage Units,",4,document,"se3,fbi20,fbi19,fbi15,fbi11,",location,"Virginia,Charlottesville,"
772,location,22,document,"se3,fbi20,fbi19,fbi15,fbi11,",location,"Virginia,Charlottesville,",3,document,"fbi2,cia4,",location,"Virginia,US,"
772,location,22,document,"fbi2,cia4,",location,"Virginia,US,",247,location,"Virginia,Springfield,",organization,"FBI,Passport Agency,First Union Bank,Virginia National Bank,Select Gourmet Foods,First Union National Bank,Pyramid Bank of Cairo,Central Bank of Dubai,"
772,location,22,location,"Virginia,Springfield,",organization,"FBI,Passport Agency,First Union Bank,Virginia National Bank,Select Gourmet Foods,First Union National Bank,Pyramid Bank of Cairo,Central Bank of Dubai,",321,person,"Clark Webster,Abdul Ramazi,Faysal Goba,Ziad al Shibh,",location,"Virginia,US,Afghanistan,United Arab Emirates,"
738,document,23,document,"fbi13,fbi10,",location,"Queens,New York City,Myrtle Ave,Manhattan,",8,document,"se3,se2,fbi13,fbi10,",location,"Queens,New York City,"
774,location,23,document,"se3,se2,fbi13,fbi10,",location,"Queens,New York City,",60,date,"20 April, 2003,April 25, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",location,"Queens,New York City,Myrtle Ave,"
774,location,23,date,"20 April, 2003,April 25, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",location,"Queens,New York City,Myrtle Ave,",58,date,"21 April, 2003,20 April, 2003,April 25, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",location,"Queens,New York City,"
774,location,23,date,"21 April, 2003,20 April, 2003,April 25, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",location,"Queens,New York City,",62,date,"27 April, 2003,20 April, 2003,April 25, 2003,",location,"New York City,North Bergen,"
739,document,24,document,"fbi22,cia4,",location,"Afghanistan,Sudan,",38,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,"
775,location,24,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,",113,date,"27 April, 2003,January 1996,1996,",location,"The Netherlands,Afghanistan,Kandahar,"
775,location,24,date,"27 April, 2003,January 1996,1996,",location,"The Netherlands,Afghanistan,Kandahar,",319,person,"Mark Davis,Hamid Alwan,Alwan,",location,"New York City,Canada,Afghanistan,Sudan,"
775,location,24,person,"Mark Davis,Hamid Alwan,Alwan,",location,"New York City,Canada,Afghanistan,Sudan,",313,person,"Clark Webster,Faysal Goba,Ziad al Shibh,Abu al Masri,",location,"Afghanistan,Guantanamo,"
775,location,24,person,"Clark Webster,Faysal Goba,Ziad al Shibh,Abu al Masri,",location,"Afghanistan,Guantanamo,",287,person,"Bagwant Dhaliwal,Clark Webster,Abdul Ramazi,Faysal Goba,Ziad al Shibh,",location,"Virginia,US,Afghanistan,"
740,document,25,document,"fbi18,cia3,",location,"Denver,Colorado,Coal Mine Road,",38,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,"
777,location,25,document,"se4,se3,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,",55,date,"22 April, 2003,20 April, 2003,10 April, 2003,13 April, 2003,25 April, 2003,12 April, 2003,8 April, 2002,",location,"Denver,Colorado,"
777,location,25,date,"22 April, 2003,20 April, 2003,10 April, 2003,13 April, 2003,25 April, 2003,12 April, 2003,8 April, 2002,",location,"Denver,Colorado,",255,misc,"Social Security,CIA,French,Egyptian,British,",location,"Denver,Colorado,"
777,location,25,misc,"Social Security,CIA,French,Egyptian,British,",location,"Denver,Colorado,",85,date,"22 April, 2003,20 April, 2003,10 April, 2003,13 April, 2003,25 April, 2003,",location,"Virginia,Denver,Colorado,Camp George West Military Reservation,"
1042,organization,26,document,"cia7,cia4,cia10,",organization,"CIA,Al Qaeda,",137,date,"27 April, 2003,22 April, 2003,14 April, 2003,April 20, 2003,April 21, 2003,1994,January 1996,1996,",organization,"CIA,Al Qaeda,"
1042,organization,26,date,"27 April, 2003,22 April, 2003,14 April, 2003,April 20, 2003,April 21, 2003,1994,January 1996,1996,",organization,"CIA,Al Qaeda,",138,date,"27 April, 2003,22 April, 2003,14 April, 2003,",organization,"FBI,CIA,Al Qaeda,"
1046,organization,27,document,"fbi17,fbi11,",organization,"Sprint,FBI,",216,location,"Richmond,Virginia,Charlottesville,Georgia,Texas,Houston,Capitol Ave.,2932 University Drive,",organization,"Sprint,FBI,"
1046,organization,27,location,"Richmond,Virginia,Charlottesville,Georgia,Texas,Houston,Capitol Ave.,2932 University Drive,",organization,"Sprint,FBI,",148,date,"22 April, 2003,30 March, 2003,",organization,"Sprint,CIA,"
1046,organization,27,date,"22 April, 2003,30 March, 2003,",organization,"Sprint,CIA,",152,date,"19 April, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",organization,"FBI,New York Stock Exchange,"
1046,organization,27,date,"19 April, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",organization,"FBI,New York Stock Exchange,",151,date,"20 April, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",organization,"FBI,Empire State Vending Services,"
1046,organization,27,date,"20 April, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",organization,"FBI,Empire State Vending Services,",138,date,"27 April, 2003,22 April, 2003,14 April, 2003,",organization,"FBI,CIA,Al Qaeda,"
1050,organization,28,document,"fbi8,fbi11,",organization,"FBI,INS,",348,person,"Mukhtar Galab,Jamal Kalifa,Abul Hassan Salman,Faysal Goba,Yasein Mosed,",organization,"FBI,INS,"
1050,organization,28,person,"Mukhtar Galab,Jamal Kalifa,Abul Hassan Salman,Faysal Goba,Yasein Mosed,",organization,"FBI,INS,",205,location,"Richmond,Virginia,Paris,US,Afghanistan,Sudan,Capitol Ave.,United Arab Emirates,Guantanamo,",organization,"INS,CIA,"
1050,organization,28,location,"Richmond,Virginia,Paris,US,Afghanistan,Sudan,Capitol Ave.,United Arab Emirates,Guantanamo,",organization,"INS,CIA,",346,person,"Bagwant Dhaliwal,Abdul Ramazi,Faysal Goba,",organization,"FBI,CIA,"
1050,organization,28,person,"Bagwant Dhaliwal,Abdul Ramazi,Faysal Goba,",organization,"FBI,CIA,",218,location,"Richmond,Virginia,Capitol Ave.,",organization,"Sprint,FBI,INS,CIA,Al Qaeda,"
1050,organization,28,location,"Richmond,Virginia,Capitol Ave.,",organization,"Sprint,FBI,INS,CIA,Al Qaeda,",350,person,"Clark Webster,Faysal Goba,Ziad al Shibh,",organization,"INS,CIA,Al Qaeda,"
1050,organization,28,person,"Clark Webster,Faysal Goba,Ziad al Shibh,",organization,"INS,CIA,Al Qaeda,",283,organization,"FBI,First Union Bank,",money,"$13,000,$8500,"
1055,organization,29,document,"fbi5,fbi14,",organization,"FBI,American Airlines,",138,date,"27 April, 2003,22 April, 2003,14 April, 2003,",organization,"FBI,CIA,Al Qaeda,"
1055,organization,29,date,"27 April, 2003,22 April, 2003,14 April, 2003,",organization,"FBI,CIA,Al Qaeda,",233,location,"Virginia,New Jersey,",organization,"FBI,First Union Bank,CIA,"
