Link Id, Link Type, Source Id, Source Row Type, Source Rows, Source Column Type, Source Columns, Destination Id, Destination Row Type, Destination Rows, Destination Column Type, Destination Columns
1109,organization,15426,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,",16701,place,"USA,22 Hoveniersstraat,Antwerp,Belgium,New Jersey,Newark,1212 Lyons Ave.,",organization,"FBI,USPS,"
1109,organization,15426,place,"USA,22 Hoveniersstraat,Antwerp,Belgium,New Jersey,Newark,1212 Lyons Ave.,",organization,"FBI,USPS,",15953,organization,"FBI,USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,"
556,document,15427,document,"FBI_18,FBI_36,",organization,"DIA,Detroit Utilities Co.,",15601,document,"FBI_36,FBI_34,",place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,"
556,document,15427,document,"FBI_36,FBI_34,",place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",15600,document,"NSA_04,FBI_36,FBI_34,",place,"Windsor,Ontario,Canada,Morocco,Marrakech,"
1110,organization,15427,document,"NSA_04,FBI_36,FBI_34,",place,"Windsor,Ontario,Canada,Morocco,Marrakech,",15424,document,"FBI_23,FBI_18,CIA_33,",organization,"FBI,DIA,"
1110,organization,15427,document,"FBI_23,FBI_18,CIA_33,",organization,"FBI,DIA,",16438,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Marrakech,",organization,"DIA,RCMP,"
1110,organization,15427,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Marrakech,",organization,"DIA,RCMP,",16738,place,"USA,Detroit,Michigan,Saudi Arabia,Riyadh,Ann Arbor,",organization,"FBI,Detroit Utilities Co.,University of Michigan at Ann Arbor,"
553,document,15428,document,"FBI_28,FBI_26,",organization,"FBI,USCBP,",15566,document,"FBI_28,NSA_07,CIA_14,",place,"Pakistan,Panama City,Panama,"
553,document,15428,document,"FBI_28,NSA_07,CIA_14,",place,"Pakistan,Panama City,Panama,",15565,document,"FBI_28,CIA_25,NSA_07,CIA_14,CIA_09,",place,"Panama City,Panama,"
1107,organization,15428,document,"FBI_28,CIA_25,NSA_07,CIA_14,CIA_09,",place,"Panama City,Panama,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1107,organization,15428,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,",15953,organization,"FBI,USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,"
1107,organization,15428,organization,"FBI,USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,",15920,organization,"FBI,USCIS,",person,"Khalid Shamrani,Shamrani,Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,"
554,document,15429,document,"CIA_10,CIA_32,",organization,"MI 5,Freeport Star Hotel,",15488,document,"CIA_26,FBI_21,CIA_10,FBI_02,FBI_41,FBI_40,",place,"USA,Bahamas,Nassau,"
1108,organization,15429,document,"CIA_26,FBI_21,CIA_10,FBI_02,FBI_41,FBI_40,",place,"USA,Bahamas,Nassau,",16663,place,"USA,London,UK,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",organization,"FBI,MI 5,Islamic Jihad,USCIS,"
1108,organization,15429,place,"USA,London,UK,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",organization,"FBI,MI 5,Islamic Jihad,USCIS,",15711,date,"1998,1999,",organization,"MI 5,Al Qaeda,Freeport Star Hotel,Seashore Hotel,"
1121,organization,15430,document,"FBI_09,FBI_32,",organization,"God's Aryan Militia,TexEast Petroleum Co.,",16409,place,"USA,Cuba,Texas,Houston,Kansas City,Almeda-Genoa Rd,Buenos Aires,Argentina,Saudi Arabia,Ojinaga,Mexico,Chicago,Illinois,Calamar,Columbia,Chetumal,Cartagena,Guane,Arlington,Presidio,Dallas,Grand Prairie,Mexico City,Ft. Stockton,San Antonio,2727 Robinson Rd.,1212 Pipeline Rd.,Euless,899 Almeda-Genoa Rd.,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,",organization,"FBI,God's Aryan Militia,"
1121,organization,15430,place,"USA,Cuba,Texas,Houston,Kansas City,Almeda-Genoa Rd,Buenos Aires,Argentina,Saudi Arabia,Ojinaga,Mexico,Chicago,Illinois,Calamar,Columbia,Chetumal,Cartagena,Guane,Arlington,Presidio,Dallas,Grand Prairie,Mexico City,Ft. Stockton,San Antonio,2727 Robinson Rd.,1212 Pipeline Rd.,Euless,899 Almeda-Genoa Rd.,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,",organization,"FBI,God's Aryan Militia,",16410,place,"USA,Texas,Houston,Saudi Arabia,Chicago,Illinois,Columbia,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,",organization,"FBI,God's Aryan Militia,Al Qaeda,"
1125,organization,15431,document,"CIA_08,CIA_06,",organization,"Al Qaeda,Farooq training camp,",16543,place,"USA,Florida,Peshawar,Pakistan,Bahamas,631 Nishtar Rd.,Karachi,Nassau,London,UK,88 Sahibzada Gul Rd.,",organization,"Pakistani Intelligence,Al Qaeda,"
1125,organization,15431,place,"USA,Florida,Peshawar,Pakistan,Bahamas,631 Nishtar Rd.,Karachi,Nassau,London,UK,88 Sahibzada Gul Rd.,",organization,"Pakistani Intelligence,Al Qaeda,",16547,place,"USA,Florida,Bahamas,Nassau,London,UK,",organization,"Pakistani Intelligence,Al Qaeda,Baker St. Mosque,"
1125,organization,15431,place,"USA,Florida,Bahamas,Nassau,London,UK,",organization,"Pakistani Intelligence,Al Qaeda,Baker St. Mosque,",16457,place,"USA,Santo Domingo,Peshawar,Pakistan,Afghanistan,Chitral,",organization,"Holland Orange Shipping Lines,Al Qaeda,Seashore Hotel,"
568,document,15432,document,"CIA_16,FBI_34,",organization,"NSA,RCMP,Canada Eastern Airlines,",15559,document,"NSA_10,CIA_16,FBI_34,",place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,"
568,document,15432,document,"NSA_10,CIA_16,FBI_34,",place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,",15602,document,"NSA_04,FBI_34,",place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Marrakech,"
568,document,15432,document,"NSA_04,FBI_34,",place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Marrakech,",15558,document,"NSA_10,NSA_04,CIA_16,FBI_34,FBI_31,",place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,"
1124,organization,15432,document,"NSA_10,NSA_04,CIA_16,FBI_34,FBI_31,",place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,",16723,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,",organization,"NSA,Cuban intelligence,"
1124,organization,15432,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,",organization,"NSA,Cuban intelligence,",16595,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,RCMP,University of Maryland,"
1124,organization,15432,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,RCMP,University of Maryland,",16585,place,"USA,Canada,New York,Afghanistan,",organization,"FBI,RCMP,CSIS,Surete' de l'Etat,"
573,document,15435,document,"NSA_06,CIA_42,",person,"Omar Hanif,Muslih Odeh,",15593,document,"NSA_06,CIA_10,",place,"Bahamas,Nassau,Freeport,11 Apple St.,"
1437,person,15435,document,"NSA_06,CIA_10,",place,"Bahamas,Nassau,Freeport,11 Apple St.,",16896,place,"USA,Pakistan,Karachi,Egypt,Islamabad,Afghanistan,",person,"Omar Hanif,Yasir Salman,"
574,document,15436,document,"CIA_26,CIA_10,CIA_43,CIA_42,",person,"Omar Hanif,Hanif,",15529,document,"CIA_26,CIA_10,FBI_02,",place,"USA,Bahamas,Nassau,London,UK,"
1438,person,15436,document,"CIA_26,CIA_10,FBI_02,",place,"USA,Bahamas,Nassau,London,UK,",16855,place,"USA,Florida,Bahamas,Nassau,London,UK,11 Apple St.,",person,"Omar Hanif,Hanif,Omar Mahmoud Othman,Riyad Yasser,Yasser,"
571,document,15437,document,"FBI_28,FBI_27,FBI_11,FBI_35,",person,"Adnan Hijazi,Hijazi,",15448,document,"FBI_11,FBI_35,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,"
571,document,15437,document,"FBI_11,FBI_35,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,",15585,document,"CIA_28,FBI_35,",place,"USA,Virginia,Florida,"
571,document,15437,document,"CIA_28,FBI_35,",place,"USA,Virginia,Florida,",15566,document,"FBI_28,NSA_07,CIA_14,",place,"Pakistan,Panama City,Panama,"
1434,person,15437,document,"FBI_28,NSA_07,CIA_14,",place,"Pakistan,Panama City,Panama,",15897,organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,"
1435,person,15438,document,"CIA_41,CIA_34,",person,"Pyotr Safrygin,Safrygin,",16970,place,"Africa,Moscow,Russia,Strizi,Strizhi,",person,"Pyotr Safrygin,Safrygin,"
1435,person,15438,place,"Africa,Moscow,Russia,Strizi,Strizhi,",person,"Pyotr Safrygin,Safrygin,",17190,place,"Cuba,Havana,Moscow,Russia,",person,"Bugarov,Boris Bugarov,Pyotr Safrygin,Yury Kalinin,Pyotr,Boris,Grigory Sizov,Castro,Sizov,"
572,document,15439,document,"CIA_16,FBI_36,FBI_34,FBI_31,",person,"Satam Derwish,Derwish,Ronald,",15560,document,"CIA_16,FBI_34,FBI_31,",place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,"
572,document,15439,document,"CIA_16,FBI_34,FBI_31,",place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,",15559,document,"NSA_10,CIA_16,FBI_34,",place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,"
572,document,15439,document,"NSA_10,CIA_16,FBI_34,",place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,",15561,document,"CIA_16,FBI_34,",place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,"
1436,person,15439,document,"CIA_16,FBI_34,",place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,",15772,date,"5 March, 2004,1992,1 July, 2003,27 October, 2004,25 October,18 July, 2004,11 October, 2004,20 October, 2004,",person,"Satam Derwish,Derwish,Ronald,"
1436,person,15439,date,"5 March, 2004,1992,1 July, 2003,27 October, 2004,25 October,18 July, 2004,11 October, 2004,20 October, 2004,",person,"Satam Derwish,Derwish,Ronald,",16848,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Marrakech,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,"
1436,person,15439,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Marrakech,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,",16964,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,J. T.,A. H.,M. M.,Abu Somad,Yazid Bafaba,"
717,document,15440,document,"FBI_36,FBI_34,FBI_31,",person,"Abdul al Nami,Satam Derwish,Derwish,Ronald,Satam,",15493,document,"CIA_28,CIA_12,FBI_36,FBI_34,",place,"USA,Morocco,"
717,document,15440,document,"CIA_28,CIA_12,FBI_36,FBI_34,",place,"USA,Morocco,",15559,document,"NSA_10,CIA_16,FBI_34,",place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,"
1789,person,15440,document,"NSA_10,CIA_16,FBI_34,",place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,",15869,organization,"FBI,DIA,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,"
1789,person,15440,organization,"FBI,DIA,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,",15874,organization,"FBI,DIA,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Abdul Ahmed Nasser,Satam,"
1789,person,15440,organization,"FBI,DIA,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Abdul Ahmed Nasser,Satam,",15849,date,"11 October, 2004,20 October, 2004,",person,"Rifai Qasim,Abdul al Nami,Raeed Beandali,al Nami,Satam Derwish,Derwish,Ronald,Satam,Ralph bean,"
718,document,15441,document,"FBI_20,FBI_36,FBI_31,",person,"Abdul al Nami,al Nami,",15601,document,"FBI_36,FBI_34,",place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,"
1792,person,15441,document,"FBI_36,FBI_34,",place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",15868,organization,"FBI,DIA,Detroit Utilities Co.,University of Michigan at Ann Arbor,RCMP,",person,"Abdul al Nami,al Nami,"
1792,person,15441,organization,"FBI,DIA,Detroit Utilities Co.,University of Michigan at Ann Arbor,RCMP,",person,"Abdul al Nami,al Nami,",16848,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Marrakech,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,"
1792,person,15441,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Marrakech,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,",15869,organization,"FBI,DIA,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,"
719,document,15442,document,"FBI_36,FBI_31,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,",15439,document,"CIA_16,FBI_36,FBI_34,FBI_31,",person,"Satam Derwish,Derwish,Ronald,"
719,document,15442,document,"CIA_16,FBI_36,FBI_34,FBI_31,",person,"Satam Derwish,Derwish,Ronald,",15493,document,"CIA_28,CIA_12,FBI_36,FBI_34,",place,"USA,Morocco,"
1795,person,15442,document,"CIA_28,CIA_12,FBI_36,FBI_34,",place,"USA,Morocco,",16848,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Marrakech,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,"
1795,person,15442,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Marrakech,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,",15849,date,"11 October, 2004,20 October, 2004,",person,"Rifai Qasim,Abdul al Nami,Raeed Beandali,al Nami,Satam Derwish,Derwish,Ronald,Satam,Ralph bean,"
1795,person,15442,date,"11 October, 2004,20 October, 2004,",person,"Rifai Qasim,Abdul al Nami,Raeed Beandali,al Nami,Satam Derwish,Derwish,Ronald,Satam,Ralph bean,",17063,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",person,"Abdul al Nami,al Nami,Abdul,R. Derwish,Satam Derwish,Derwish,Ronald,Satam,Ali,"
720,document,15443,document,"CIA_07,FBI_04,FBI_01,",person,"Abu Hafs,Mehdi Rafiki,",15503,document,"NSA_02,CIA_16,CIA_07,",place,"USA,Canada,Chicago,Illinois,"
1798,person,15443,document,"NSA_02,CIA_16,CIA_07,",place,"USA,Canada,Chicago,Illinois,",16817,place,"USA,Canada,New York,Paris,France,Buffalo,Texas,Houston,Afghanistan,Montreal,Quebec,2211 Cermak Rd.,Chicago,Illinois,73 Rue Duhesme,America,Pakhtia,O'Hare Airport,Hobby Airport,175 Rue Durocher,Walden Ave.,Schiller Park,",person,"Abu Hafs,Mehdi Rafiki,"
1798,person,15443,place,"USA,Canada,New York,Paris,France,Buffalo,Texas,Houston,Afghanistan,Montreal,Quebec,2211 Cermak Rd.,Chicago,Illinois,73 Rue Duhesme,America,Pakhtia,O'Hare Airport,Hobby Airport,175 Rue Durocher,Walden Ave.,Schiller Park,",person,"Abu Hafs,Mehdi Rafiki,",16992,place,"USA,New York,Paris,France,",person,"Adnan Hijazi,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,"
1798,person,15443,place,"USA,New York,Paris,France,",person,"Adnan Hijazi,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,",16984,place,"USA,Afghanistan,Pakhtia,",person,"Yasir Salman,Badawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
1798,person,15443,place,"USA,Afghanistan,Pakhtia,",person,"Yasir Salman,Badawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",16982,place,"USA,Canada,Afghanistan,Chicago,Illinois,",person,"R. Derwish,Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
1774,person,15444,document,"FBI_23,FBI_31,",person,"Rifai Qasim,Abdul al Nami,",15857,organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,"
1774,person,15444,organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,",15869,organization,"FBI,DIA,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,"
1774,person,15444,organization,"FBI,DIA,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,",16848,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Marrakech,",person,"Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,"
713,document,15445,document,"CIA_17,CIA_36,CIA_31,",person,"Bugarov,Boris Bugarov,",15490,document,"CIA_25,CIA_21,CIA_17,CIA_14,CIA_04,CIA_03,NSA_22,NSA_20,CIA_36,CIA_30,NSA_18,NSA_16,",place,"Cuba,Havana,"
1772,person,15445,document,"CIA_25,CIA_21,CIA_17,CIA_14,CIA_04,CIA_03,NSA_22,NSA_20,CIA_36,CIA_30,NSA_18,NSA_16,",place,"Cuba,Havana,",16904,place,"Peshawar,Pakistan,Chitral,",person,"Morales,Badawi,Boris Bugarov,Escalante,"
1772,person,15445,place,"Peshawar,Pakistan,Chitral,",person,"Morales,Badawi,Boris Bugarov,Escalante,",16903,place,"USA,Pakistan,Chitral,",person,"Badawi,Bugarov,Boris Bugarov,"
1772,person,15445,place,"USA,Pakistan,Chitral,",person,"Badawi,Bugarov,Boris Bugarov,",17192,place,"Cuba,Havana,",person,"Ramundo Ortiz,Ortiz,Sufaat,Jose Escalante,Morales,Carlos Morales,Carlos Araneda,B. Bugarov,Arnoldo Ramirez,Bugarov,Boris Bugarov,Pyotr Safrygin,Yury Kalinin,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,Pyotr,Boris,Grigory Sizov,Castro,Sizov,Carlos,"
715,document,15446,document,"CIA_30,NSA_16,",person,"Jose Escalante,Carlos Morales,Arze,",15545,document,"CIA_03,CIA_30,NSA_16,",place,"Santo Domingo,Dominican Republic,Cuba,Havana,"
715,document,15446,document,"CIA_03,CIA_30,NSA_16,",place,"Santo Domingo,Dominican Republic,Cuba,Havana,",15546,document,"CIA_03,NSA_16,",place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,"
1778,person,15446,document,"CIA_03,NSA_16,",place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,",16883,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Santa Domingo,Calamar,Columbia,",person,"Jose Escalante,Escalante,Carlos,"
1778,person,15446,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Santa Domingo,Calamar,Columbia,",person,"Jose Escalante,Escalante,Carlos,",15947,organization,"FARC,Cuban intelligence services,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,"
1778,person,15446,organization,"FARC,Cuban intelligence services,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,",17143,place,"Casablanca,Cuba,Havana,Marocco,San Cristobal,",person,"Jose Escalante,Carlos Araneda,B. Bugarov,Arnoldo Ramirez,"
714,document,15447,document,"FBI_25,FBI_09,FBI_32,",person,"Khalid Shamrani,Shamrani,",15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,"
714,document,15447,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",15450,document,"FBI_25,FBI_19,",person,"Billy Jack Hawkins,Slade Goodman,"
716,document,15448,document,"FBI_11,FBI_35,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,",15585,document,"CIA_28,FBI_35,",place,"USA,Virginia,Florida,"
1783,person,15448,document,"CIA_28,FBI_35,",place,"USA,Virginia,Florida,",15908,organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,",person,"Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,"
1781,person,15449,document,"CIA_11,CIA_06,",person,"Yasir Salman,Badawi,",16905,place,"USA,Peshawar,Pakistan,Karachi,Egypt,Afghanistan,88 Sahibzada Gul Rd.,Pakhtia,Khost,Jorm,Taloqan,Salang tunnel,",person,"Yasir Salman,Badawi,"
1781,person,15449,place,"USA,Peshawar,Pakistan,Karachi,Egypt,Afghanistan,88 Sahibzada Gul Rd.,Pakhtia,Khost,Jorm,Taloqan,Salang tunnel,",person,"Yasir Salman,Badawi,",16906,place,"USA,Peshawar,Pakistan,Egypt,",person,"Adnan Hijazi,Yasir Salman,Badawi,"
1781,person,15449,place,"USA,Peshawar,Pakistan,Egypt,",person,"Adnan Hijazi,Yasir Salman,Badawi,",16907,place,"USA,Pakistan,Karachi,Egypt,Afghanistan,",person,"Omar Hanif,Yasir Salman,Badawi,"
1781,person,15449,place,"USA,Pakistan,Karachi,Egypt,Afghanistan,",person,"Omar Hanif,Yasir Salman,Badawi,",16911,place,"Pakistan,Egypt,Afghanistan,Pakhtia,Khost,Jorm,Taloqan,Salang tunnel,",person,"Saeed Hasham,Yasir Salman,Badawi,"
1781,person,15449,place,"Pakistan,Egypt,Afghanistan,Pakhtia,Khost,Jorm,Taloqan,Salang tunnel,",person,"Saeed Hasham,Yasir Salman,Badawi,",16904,place,"Peshawar,Pakistan,Chitral,",person,"Morales,Badawi,Boris Bugarov,Escalante,"
