125,date,"27 April, 2003,26 April, 2003,",misc,"Arabic,Holland Queen,",0.03900571675312287000
126,date,"27 April, 2003,March, 1993,1990 - 1992,1987 - 1993,",misc,"Pakistani,Indian,",0.00518072474056694900
127,date,"27 April, 2003,January 1996,1996,",misc,"Holland Queen,Yemeni,",0.00955388461526344500
128,date,"10 April, 2003,16 April, 2003,13 April, 2003,",misc,"Mexicans,Spanish,",0.01536814137395684300
129,date,"16 April, 2003,13 April, 2003,",misc,"Middle Eastern,Mexicans,Spanish,",0.00619300135878336400
130,date,"24 April, 2003,23 April, 2003,",misc,"Dutch,Saudi,",0.01493044197399824600
131,date,"27 April, 2003,24 April, 2003,",misc,"Arabic,Saudi,",0.07000865378377540000
132,date,"22 April, 2003,20 April, 2003,",misc,"1070173749003,Stinger,",0.06484976207310926000
133,date,"10 April, 2003,13 April, 2003,",misc,"Mexicans,Spanish,Social Security,",0.00000000000000000000
134,date,"30 March, 2003,1 April, 2003,",misc,"Moslem,Pentaerythritol,Triacetone Triperoxide,",0.01420345032174655600
135,date,"12 April, 2003,8 April, 2002,",misc,"CIA,French,Egyptian,British,",0.00000000000000000000
136,date,"27 April, 2003,22 April, 2003,20 April, 2003,14 April, 2003,25 April, 2003,23 April, 2003,1 April, 2003,",organization,"FBI,CIA,",0.84466516340273490000
137,date,"27 April, 2003,22 April, 2003,14 April, 2003,April 20, 2003,April 21, 2003,1994,January 1996,1996,",organization,"CIA,Al Qaeda,",0.16695191064997640000
138,date,"27 April, 2003,22 April, 2003,14 April, 2003,",organization,"FBI,CIA,Al Qaeda,",0.81453972252923870000
139,date,"27 April, 2003,22 April, 2003,20 April, 2003,March, 1993,1990 - 1992,1987 - 1993,",organization,"CIA,Taliban,",0.43355768878101510000
140,date,"27 April, 2003,22 April, 2003,20 April, 2003,",organization,"FBI,CIA,Taliban,",0.06212873039345647000
141,date,"27 April, 2003,22 April, 2003,",organization,"FBI,CIA,Al Qaeda,Taliban,",0.14302315436550359000
142,date,"20 April, 2003,10 April, 2003,16 April, 2003,13 April, 2003,1 April, 2003,",organization,"FBI,American Airlines,",0.04824815528791102000
143,date,"20 April, 2003,30 March, 2003,1 April, 2003,",organization,"American Airlines,CIA,",0.09642384612291756000
144,date,"20 April, 2003,1 April, 2003,",organization,"FBI,American Airlines,CIA,",0.03068742722138728000
145,date,"15 April, 2003,14 April, 2003,18 April, 2003,",organization,"FBI,INS,",0.05997934457672807000
146,date,"14 April, 2003,1994,",organization,"INS,CIA,Al Qaeda,",0.00899590957385327900
147,date,"22 April, 2003,10 April, 2003,6 April, 2003,18 April, 2003,",organization,"Sprint,FBI,",0.12478526510100352000
148,date,"22 April, 2003,30 March, 2003,",organization,"Sprint,CIA,",0.12982392555487987000
149,date,"30 March, 2003,10 April, 2003,",organization,"Sprint,American Airlines,",0.04034730064650260000
150,date,"26 April, 2003,25 April, 2003,29 April, 1930,29 April, 1930hrs,",organization,"FBI,Coast Guard,",0.01605076398783736700
151,date,"20 April, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",organization,"FBI,Empire State Vending Services,",0.13129498646333207000
152,date,"19 April, 2003,April 18, 2003,2 December, 2001,I2 December, 20011,",organization,"FBI,New York Stock Exchange,",0.03504405747221126000
153,date,"10 April, 2003,16 April, 2003,13 April, 2003,",organization,"FBI,American Airlines,Border Patrol,University of Texas,",0.02109179835510142000
154,date,"22 April, 2003,20 April, 2003,16 April, 2003,",organization,"FBI,First Union Bank,",0.01761529366565753000
155,date,"20 April, 2003,16 April, 2003,",organization,"FBI,American Airlines,First Union Bank,",0.02917921336534663700
156,date,"22 April, 2003,20 April, 2003,25 April, 2003,",organization,"FBI,U-haul,CIA,",0.01574518378434052600
157,date,"6 April, 2003,8 April, 2003,7 April, 2003,",organization,"FBI,Ryder Truck Rental,",0.00376244538568168160
158,date,"27 April, 2003,26 April, 2003,10 April, 2003,",organization,"FBI,Budget Storage Units,",0.08016860918871335000
159,date,"25 April, 2003,23 April, 2003,29 April, 2003,",organization,"FBI,AMTRAK,Penn Station NYC,",0.05413545803087898400
160,date,"25 April, 2003,23 April, 2003,",organization,"FBI,AMTRAK,Penn Station NYC,CIA,",0.09423235417763982000
161,date,"April 18, 2003,2 December, 2001,I2 December, 20011,",organization,"FBI,Empire State Vending Services,New York Stock Exchange,City Computer Services Corp.,Clark & Co,Office Supplies Co.,",0.00000000000000000000
162,date,"16 April, 2003,15 April, 2003,",organization,"FBI,US Post Office,",0.00949879292477623400
163,date,"15 April, 2003,14 April, 2003,",organization,"FBI,INS,Bush Intercontinental Airport,Continental Airlines,Reagan National Airport,",0.00583295427105612500
164,date,"15 April, 2003,11 April, 2003,",organization,"FBI,The Powhatan Company,",0.00099493943626040720
165,date,"15 April, 2003,13 April, 2003,",organization,"FBI,Pentagon,Home Depot,",0.00391102406550199800
166,date,"10 April, 2003,13 April, 2003,",organization,"FBI,American Airlines,Border Patrol,University of Texas,Apex Paper Products Company,Aryan Nations,Army CID,",0.00868777439449138600
167,date,"5 April, 2003,12 Feb. 1997,",organization,"FBI,Passport Agency,",0.00564868382873568200
168,date,"24 April, 2003,23 April, 2003,",organization,"CIA,Sealink Container Corp.,",0.01150420808692670400
169,date,"22 April, 2003,20 April, 2003,",organization,"FBI,U-haul,First Union Bank,CIA,Taliban,Marvel Corporation,German Intelligence,",0.22477041728007457000
170,date,"30 March, 2003,1 April, 2003,",organization,"American Airlines,CIA,British Special Branch,M15,",0.00635046253623529300
171,date,"22 April, 2003,25 April, 2003,23 April, 2003,",person,"Faysal Goba,Tawfiq al Adel,",0.02629938819067872600
172,date,"27 April, 2003,22 April, 2003,20 April, 2003,16 April, 2003,",person,"Hani al Hallak,Abdul Ramazi,",0.03307826293098574000
173,date,"27 April, 2003,20 April, 2003,March, 1993,1990 - 1992,1987 - 1993,",person,"Bagwant Dhaliwal,Abdul Ramazi,",0.42857079617755860000
174,date,"21 April, 2003,20 April, 2003,",person,"Bagwant Dhaliwal,Mukhtar Galab,",0.09161624506200974000
175,date,"27 April, 2003,20 April, 2003,",person,"Bagwant Dhaliwal,Hani al Hallak,Abdul Ramazi,",0.09079058199716171000
176,date,"22 April, 2003,25 April, 2003,",person,"Faysal Goba,Masood Yaser,Tawfiq al Adel,",0.11181967621348247000
177,date,"20 April, 2003,25 April, 2003,",person,"Mukhtar Galab,Masood Yaser,",0.05011365700264878000
178,date,"22 April, 2003,20 April, 2003,",person,"Hani al Hallak,Abdul Ramazi,Masood Yaser,",0.04222691032247120000
179,date,"27 April, 2003,January 1996,1996,",person,"Hans Pakes,Abu al Masri,",0.03868601244407371400
180,date,"27 April, 2003,21 April, 2003,",person,"Hans Pakes,Bagwant Dhaliwal,",0.01297120891062068800
181,date,"25 April, 2003,23 April, 2003,29 April, 2003,18 April, 2003,",person,"Mukhtar Galab,Yasein Mosed,",0.01516374851248256000
182,date,"25 April, 2003,23 April, 2003,29 April, 2003,",person,"Mukhtar Galab,Faysal Goba,Yasein Mosed,",0.01327721630053622000
183,date,"27 April, 2003,March, 1993,1990 - 1992,1987 - 1993,",person,"Bagwant Dhaliwal,Abdul Ramazi,Sahim Albakri,Muhammed bin Harazi,",0.02929638928155326200
184,date,"22 April, 2003,April 20, 2003,April 21, 2003,",person,"Tawfiq al Adel,Saeed Khaliad,",0.00167997687506778440
185,date,"30 March, 2003,10 April, 2003,6 April, 2003,",person,"Jamal Kalifa,Ralph Goode,",0.00076079748631713110
186,date,"10 April, 2003,16 April, 2003,13 April, 2003,",person,"Vincent Cortez,Arnaldo Gueterrez,Ben Hassine,Ahmed Yassin,",0.00000000000000000000
187,date,"April 18, 2003,2 December, 2001,I2 December, 20011,",person,"Mark Davis,Shiela Watson,Steven Clark,",0.00000000000000000000
188,date,"24 April, 2003,25 April, 2003,23 April, 2003,",person,"Tawfiq al Adel,Saeed Khallad,",0.01190454151833330300
189,date,"25 April, 2003,23 April, 2003,",person,"Mukhtar Galab,Faysal Goba,Yasein Mosed,Tawfiq al Adel,Saeed Khallad,",0.03679172027923393000
190,date,"9 April, 2003,April 2003,March of 2003,",person,"Abu al Masri,Abdul al Hada,",0.00873353828288434000
191,date,"14 April, 2003,1994,",person,"Clark Webster,Faysal Goba,Ziad al Shibh,",0.02639446728749082000
192,date,"10 April, 2003,13 April, 2003,",person,"Vincent Cortez,Arnaldo Gueterrez,Ben Hassine,Ahmed Yassin,Wallace Wilson,",0.00000000000000000000
193,date,"15 April, 2003,14 April, 2003,",person,"Jamal Kalifa,Abul Hassan Salman,",0.00227307873632953730
194,date,"24 April, 2003,23 April, 2003,",person,"Tawfiq al Adel,Saeed Khallad,Jelte Nijboer,al Ahdal,bin Attash,",0.00756794604872099500
195,date,"30 March, 2003,1 April, 2003,",person,"Omar Bakri Qatada,Qatada,Richard Reid,",0.00000000000000000000
196,date,"12 April, 2003,8 April, 2002,",person,"Masood Yaser,Muhammad Shamzi,Vincent Lozario,Khalfan Maulid,",0.00000000000000000000
197,date,"27 April, 2003,26 April, 2003,22 April, 2003,24 April, 2003,April 30,21 April, 2003,",phone,"703-659-2317,804-774-8920,",0.00376115656928801300
198,date,"22 April, 2003,24 April, 2003,April 30,21 April, 2003,",phone,"01 1207670734,703-659-2317,718-352-8479,804-759-6302,804-774-8920,",0.01819621756525752200
199,date,"30 March, 2003,10 April, 2003,6 April, 2003,",phone,"706-437-6673,713-556-9213,",0.01893027427265310200
200,date,"20 April, 2003,April 25, 2003,",phone,"718-352-8479,732-455-6392,",0.08608463696665810000
201,location,"Virginia,Springfield,",money,"$13,000,$35,000,",0.02538642746824155600
202,location,"Richmond,Virginia,Amsterdam,Paris,US,New Jersey,Afghanistan,Sudan,Germany,Hamburg,Capitol Ave.,United Arab Emirates,",organization,"FBI,CIA,",0.03686378800619376000
203,location,"New York City,Texas,Houston,Paris,El Paso,Hudspeth County,Rio Grande,McNary,McRae Blvd,O'Hare,Chicago,Illinois,Green Bay,Wisconsin,",organization,"FBI,American Airlines,",0.01357259781631305200
204,location,"Richmond,Virginia,Charlottesville,Texas,Houston,Washington,Paris,France,US,Afghanistan,Sudan,Capitol Ave.,2932 University Drive,United Arab Emirates,",organization,"FBI,INS,",0.02790219041044701400
205,location,"Richmond,Virginia,Paris,US,Afghanistan,Sudan,Capitol Ave.,United Arab Emirates,Guantanamo,",organization,"INS,CIA,",0.19941387964405344000
206,location,"Richmond,Virginia,Paris,US,Afghanistan,Sudan,Capitol Ave.,United Arab Emirates,",organization,"FBI,INS,CIA,",0.02897979493348253000
207,location,"The Netherlands,Richmond,Virginia,US,Afghanistan,Sudan,Germany,Hamburg,Capitol Ave.,United Arab Emirates,Haarlem,Europe,Guantanamo,Kandahar,",organization,"CIA,Al Qaeda,",0.01345466967716212600
208,location,"Richmond,Virginia,US,Afghanistan,Sudan,Germany,Hamburg,Capitol Ave.,United Arab Emirates,",organization,"FBI,CIA,Al Qaeda,",0.08670446336072830000
209,location,"Richmond,Virginia,US,Afghanistan,Sudan,Capitol Ave.,United Arab Emirates,Guantanamo,",organization,"INS,CIA,Al Qaeda,",0.01463533561840213300
210,location,"Richmond,Virginia,US,Afghanistan,Sudan,Capitol Ave.,United Arab Emirates,",organization,"FBI,INS,CIA,Al Qaeda,",0.06893585288124124000
211,location,"Virginia,Amsterdam,US,Germany,Hamburg,Springfield,Egypt,Dulles Airport,Washington DC,Cairo,Wash. DC,Floyd Ave.,",organization,"FBI,Passport Agency,",0.02768537352502474000
212,location,"Virginia,Amsterdam,US,Germany,Hamburg,",organization,"FBI,Passport Agency,CIA,",0.19802104731366935000
213,location,"Virginia,US,Germany,Hamburg,",organization,"FBI,Passport Agency,CIA,Al Qaeda,",0.03331524174700168500
214,location,"Virginia,US,",organization,"FBI,INS,Passport Agency,CIA,Al Qaeda,",0.03332601758263884000
215,location,"US,Los Angeles,Culver City,California,San Gabriel,Greenlawn Ave.,Imperial Highway,City Park,El Segundo,LAX,Sheldon St.,Hubbard St.,",organization,"FBI,Ryder Truck Rental,",0.02207974466890048500
216,location,"Richmond,Virginia,Charlottesville,Georgia,Texas,Houston,Capitol Ave.,2932 University Drive,",organization,"Sprint,FBI,",0.11965972415680750000
217,location,"Richmond,Virginia,Charlottesville,Texas,Houston,Capitol Ave.,2932 University Drive,",organization,"Sprint,FBI,INS,",0.01315862119095005100
218,location,"Richmond,Virginia,Capitol Ave.,",organization,"Sprint,FBI,INS,CIA,Al Qaeda,",0.10558361888179599000
